external_id,nombre,apellidos,dni,email,telefono,fecha_alta,estado,sede_externa,empresa_id
S5000-01551,Sofía,"Gómez León",60001551W,s5000.01551@example.invalid,"+34 600001551",2026-03-11,inactivo,"Sede sintética",999999
S5000-01552,Álvaro,"Muñoz García",60001552A,s5000.01552@example.invalid,600-001-552,2026-04-12,activo,"Sede sintética",999999
S5000-01553,Lucía,"Pérez Núñez",60001553G,s5000.01553@example.invalid,"+34 600001553",2026-05-13,activo,"Sede sintética",999999
S5000-01554,Iñigo,"Martín Sáez",60001554M,s5000.01554@example.invalid,600-001-554,2026-06-14,activo,"Sede sintética",999999
S5000-01555,"María José","Gómez León",60001555Y,s5000.01555@example.invalid,"+34 600001555",2026-07-15,activo,"Sede sintética",999999
S5000-01556,Óscar,"Muñoz García",60001556F,s5000.01556@example.invalid,600-001-556,2026-08-16,activo,"Sede sintética",999999
S5000-01557,Nuria,"Pérez Núñez",60001557P,s5000.01557@example.invalid,"+34 600001557",2026-09-17,activo,"Sede sintética",999999
S5000-01558,Raúl,"Martín Sáez",60001558D,s5000.01558@example.invalid,600-001-558,2026-10-18,activo,"Sede sintética",999999
S5000-01559,Sofía,"Gómez León",60001559X,s5000.01559@example.invalid,"+34 600001559",2026-11-19,activo,"Sede sintética",999999
S5000-01560,Álvaro,"Muñoz García",60001560B,s5000.01560@example.invalid,600-001-560,2026-12-20,activo,"Sede sintética",999999
S5000-01561,Lucía,"Pérez Núñez",60001561N,s5000.01561@example.invalid,"+34 600001561",2026-01-21,activo,"Sede sintética",999999
S5000-01562,Iñigo,"Martín Sáez",60001562J,s5000.01562@example.invalid,600-001-562,2026-02-22,inactivo,"Sede sintética",999999
S5000-01563,"María José","Gómez León",60001563Z,s5000.01563@example.invalid,"+34 600001563",2026-03-23,activo,"Sede sintética",999999
S5000-01564,Óscar,"Muñoz García",60001564S,s5000.01564@example.invalid,600-001-564,2026-04-24,activo,"Sede sintética",999999
S5000-01565,Nuria,"Pérez Núñez",60001565Q,s5000.01565@example.invalid,"+34 600001565",2026-05-25,activo,"Sede sintética",999999
S5000-01566,Raúl,"Martín Sáez",60001566V,s5000.01566@example.invalid,600-001-566,2026-06-26,activo,"Sede sintética",999999
S5000-01567,Sofía,"Gómez León",60001567H,s5000.01567@example.invalid,"+34 600001567",2026-07-27,activo,"Sede sintética",999999
S5000-01568,Álvaro,"Muñoz García",60001568L,s5000.01568@example.invalid,600-001-568,2026-08-28,activo,"Sede sintética",999999
S5000-01569,Lucía,"Pérez Núñez",60001569C,s5000.01569@example.invalid,"+34 600001569",2026-09-01,activo,"Sede sintética",999999
S5000-01570,Iñigo,"Martín Sáez",60001570K,s5000.01570@example.invalid,600-001-570,2026-10-02,activo,"Sede sintética",999999
S5000-01571,"María José","Gómez León",60001571E,s5000.01571@example.invalid,"+34 600001571",2026-11-03,activo,"Sede sintética",999999
S5000-01572,Óscar,"Muñoz García",60001572T,s5000.01572@example.invalid,600-001-572,2026-12-04,activo,"Sede sintética",999999
S5000-01573,Nuria,"Pérez Núñez",60001573R,s5000.01573@example.invalid,"+34 600001573",2026-01-05,inactivo,"Sede sintética",999999
S5000-01574,Raúl,"Martín Sáez",60001574W,s5000.01574@example.invalid,600-001-574,2026-02-06,activo,"Sede sintética",999999
S5000-01575,Sofía,"Gómez León",60001575A,s5000.01575@example.invalid,"+34 600001575",2026-03-07,activo,"Sede sintética",999999
S5000-01576,Álvaro,"Muñoz García",60001576G,s5000.01576@example.invalid,600-001-576,2026-04-08,activo,"Sede sintética",999999
S5000-01577,Lucía,"Pérez Núñez",60001577M,s5000.01577@example.invalid,"+34 600001577",2026-05-09,activo,"Sede sintética",999999
S5000-01578,Iñigo,"Martín Sáez",60001578Y,s5000.01578@example.invalid,600-001-578,2026-06-10,activo,"Sede sintética",999999
S5000-01579,"María José","Gómez León",60001579F,s5000.01579@example.invalid,"+34 600001579",2026-07-11,activo,"Sede sintética",999999
S5000-01580,Óscar,"Muñoz García",60001580P,s5000.01580@example.invalid,600-001-580,2026-08-12,activo,"Sede sintética",999999
S5000-01581,Nuria,"Pérez Núñez",60001581D,s5000.01581@example.invalid,"+34 600001581",2026-09-13,activo,"Sede sintética",999999
S5000-01582,Raúl,"Martín Sáez",60001582X,s5000.01582@example.invalid,600-001-582,2026-10-14,activo,"Sede sintética",999999
S5000-01583,Sofía,"Gómez León",60001583B,s5000.01583@example.invalid,"+34 600001583",2026-11-15,activo,"Sede sintética",999999
S5000-01584,Álvaro,"Muñoz García",60001584N,s5000.01584@example.invalid,600-001-584,2026-12-16,inactivo,"Sede sintética",999999
S5000-01585,Lucía,"Pérez Núñez",60001585J,s5000.01585@example.invalid,"+34 600001585",2026-01-17,activo,"Sede sintética",999999
S5000-01586,Iñigo,"Martín Sáez",60001586Z,s5000.01586@example.invalid,600-001-586,2026-02-18,activo,"Sede sintética",999999
S5000-01587,"María José","Gómez León",60001587S,s5000.01587@example.invalid,"+34 600001587",2026-03-19,activo,"Sede sintética",999999
S5000-01588,Óscar,"Muñoz García",60001588Q,s5000.01588@example.invalid,600-001-588,2026-04-20,activo,"Sede sintética",999999
S5000-01589,Nuria,"Pérez Núñez",60001589V,s5000.01589@example.invalid,"+34 600001589",2026-05-21,activo,"Sede sintética",999999
S5000-01590,Raúl,"Martín Sáez",60001590H,s5000.01590@example.invalid,600-001-590,2026-06-22,activo,"Sede sintética",999999
S5000-01591,Sofía,"Gómez León",60001591L,s5000.01591@example.invalid,"+34 600001591",2026-07-23,activo,"Sede sintética",999999
S5000-01592,Álvaro,"Muñoz García",60001592C,s5000.01592@example.invalid,600-001-592,2026-08-24,activo,"Sede sintética",999999
S5000-01593,Lucía,"Pérez Núñez",60001593K,s5000.01593@example.invalid,"+34 600001593",2026-09-25,activo,"Sede sintética",999999
S5000-01594,Iñigo,"Martín Sáez",60001594E,s5000.01594@example.invalid,600-001-594,2026-10-26,activo,"Sede sintética",999999
S5000-01595,"María José","Gómez León",60001595T,s5000.01595@example.invalid,"+34 600001595",2026-11-27,inactivo,"Sede sintética",999999
S5000-01596,Óscar,"Muñoz García",60001596R,s5000.01596@example.invalid,600-001-596,2026-12-28,activo,"Sede sintética",999999
S5000-01597,Nuria,"Pérez Núñez",60001597W,s5000.01597@example.invalid,"+34 600001597",2026-01-01,activo,"Sede sintética",999999
S5000-01598,Raúl,"Martín Sáez",60001598A,s5000.01598@example.invalid,600-001-598,2026-02-02,activo,"Sede sintética",999999
S5000-01599,Sofía,"Gómez León",60001599G,s5000.01599@example.invalid,"+34 600001599",2026-03-03,activo,"Sede sintética",999999
S5000-01600,Álvaro,"Muñoz García",60001600M,s5000.01600@example.invalid,600-001-600,2026-04-04,activo,"Sede sintética",999999
S5000-01601,Lucía,"Pérez Núñez",60001601Y,s5000.01601@example.invalid,"+34 600001601",2026-05-05,activo,"Sede sintética",999999
S5000-01602,Iñigo,"Martín Sáez",60001602F,s5000.01602@example.invalid,600-001-602,2026-06-06,activo,"Sede sintética",999999
S5000-01603,"María José","Gómez León",60001603P,s5000.01603@example.invalid,"+34 600001603",2026-07-07,activo,"Sede sintética",999999
S5000-01604,Óscar,"Muñoz García",60001604D,s5000.01604@example.invalid,600-001-604,2026-08-08,activo,"Sede sintética",999999
S5000-01605,Nuria,"Pérez Núñez",60001605X,s5000.01605@example.invalid,"+34 600001605",2026-09-09,activo,"Sede sintética",999999
S5000-01606,Raúl,"Martín Sáez",60001606B,s5000.01606@example.invalid,600-001-606,2026-10-10,inactivo,"Sede sintética",999999
S5000-01607,Sofía,"Gómez León",60001607N,s5000.01607@example.invalid,"+34 600001607",2026-11-11,activo,"Sede sintética",999999
S5000-01608,Álvaro,"Muñoz García",60001608J,s5000.01608@example.invalid,600-001-608,2026-12-12,activo,"Sede sintética",999999
S5000-01609,Lucía,"Pérez Núñez",60001609Z,s5000.01609@example.invalid,"+34 600001609",2026-01-13,activo,"Sede sintética",999999
S5000-01610,Iñigo,"Martín Sáez",60001610S,s5000.01610@example.invalid,600-001-610,2026-02-14,activo,"Sede sintética",999999
S5000-01611,"María José","Gómez León",60001611Q,s5000.01611@example.invalid,"+34 600001611",2026-03-15,activo,"Sede sintética",999999
S5000-01612,Óscar,"Muñoz García",60001612V,s5000.01612@example.invalid,600-001-612,2026-04-16,activo,"Sede sintética",999999
S5000-01613,Nuria,"Pérez Núñez",60001613H,s5000.01613@example.invalid,"+34 600001613",2026-05-17,activo,"Sede sintética",999999
S5000-01614,Raúl,"Martín Sáez",60001614L,s5000.01614@example.invalid,600-001-614,2026-06-18,activo,"Sede sintética",999999
S5000-01615,Sofía,"Gómez León",60001615C,s5000.01615@example.invalid,"+34 600001615",2026-07-19,activo,"Sede sintética",999999
S5000-01616,Álvaro,"Muñoz García",60001616K,s5000.01616@example.invalid,600-001-616,2026-08-20,activo,"Sede sintética",999999
S5000-01617,Lucía,"Pérez Núñez",60001617E,s5000.01617@example.invalid,"+34 600001617",2026-09-21,inactivo,"Sede sintética",999999
S5000-01618,Iñigo,"Martín Sáez",60001618T,s5000.01618@example.invalid,600-001-618,2026-10-22,activo,"Sede sintética",999999
S5000-01619,"María José","Gómez León",60001619R,s5000.01619@example.invalid,"+34 600001619",2026-11-23,activo,"Sede sintética",999999
S5000-01620,Óscar,"Muñoz García",60001620W,s5000.01620@example.invalid,600-001-620,2026-12-24,activo,"Sede sintética",999999
S5000-01621,Nuria,"Pérez Núñez",60001621A,s5000.01621@example.invalid,"+34 600001621",2026-01-25,activo,"Sede sintética",999999
S5000-01622,Raúl,"Martín Sáez",60001622G,s5000.01622@example.invalid,600-001-622,2026-02-26,activo,"Sede sintética",999999
S5000-01623,Sofía,"Gómez León",60001623M,s5000.01623@example.invalid,"+34 600001623",2026-03-27,activo,"Sede sintética",999999
S5000-01624,Álvaro,"Muñoz García",60001624Y,s5000.01624@example.invalid,600-001-624,2026-04-28,activo,"Sede sintética",999999
S5000-01625,Lucía,"Pérez Núñez",60001625F,s5000.01625@example.invalid,"+34 600001625",2026-05-01,activo,"Sede sintética",999999
S5000-01626,Iñigo,"Martín Sáez",60001626P,s5000.01626@example.invalid,600-001-626,2026-06-02,activo,"Sede sintética",999999
S5000-01627,"María José","Gómez León",60001627D,s5000.01627@example.invalid,"+34 600001627",2026-07-03,activo,"Sede sintética",999999
S5000-01628,Óscar,"Muñoz García",60001628X,s5000.01628@example.invalid,600-001-628,2026-08-04,inactivo,"Sede sintética",999999
S5000-01629,Nuria,"Pérez Núñez",60001629B,s5000.01629@example.invalid,"+34 600001629",2026-09-05,activo,"Sede sintética",999999
S5000-01630,Raúl,"Martín Sáez",60001630N,s5000.01630@example.invalid,600-001-630,2026-10-06,activo,"Sede sintética",999999
S5000-01631,Sofía,"Gómez León",60001631J,s5000.01631@example.invalid,"+34 600001631",2026-11-07,activo,"Sede sintética",999999
S5000-01632,Álvaro,"Muñoz García",60001632Z,s5000.01632@example.invalid,600-001-632,2026-12-08,activo,"Sede sintética",999999
S5000-01633,Lucía,"Pérez Núñez",60001633S,s5000.01633@example.invalid,"+34 600001633",2026-01-09,activo,"Sede sintética",999999
S5000-01634,Iñigo,"Martín Sáez",60001634Q,s5000.01634@example.invalid,600-001-634,2026-02-10,activo,"Sede sintética",999999
S5000-01635,"María José","Gómez León",60001635V,s5000.01635@example.invalid,"+34 600001635",2026-03-11,activo,"Sede sintética",999999
S5000-01636,Óscar,"Muñoz García",60001636H,s5000.01636@example.invalid,600-001-636,2026-04-12,activo,"Sede sintética",999999
S5000-01637,Nuria,"Pérez Núñez",60001637L,s5000.01637@example.invalid,"+34 600001637",2026-05-13,activo,"Sede sintética",999999
S5000-01638,Raúl,"Martín Sáez",60001638C,s5000.01638@example.invalid,600-001-638,2026-06-14,activo,"Sede sintética",999999
S5000-01639,Sofía,"Gómez León",60001639K,s5000.01639@example.invalid,"+34 600001639",2026-07-15,inactivo,"Sede sintética",999999
S5000-01640,Álvaro,"Muñoz García",60001640E,s5000.01640@example.invalid,600-001-640,2026-08-16,activo,"Sede sintética",999999
S5000-01641,Lucía,"Pérez Núñez",60001641T,s5000.01641@example.invalid,"+34 600001641",2026-09-17,activo,"Sede sintética",999999
S5000-01642,Iñigo,"Martín Sáez",60001642R,s5000.01642@example.invalid,600-001-642,2026-10-18,activo,"Sede sintética",999999
S5000-01643,"María José","Gómez León",60001643W,s5000.01643@example.invalid,"+34 600001643",2026-11-19,activo,"Sede sintética",999999
S5000-01644,Óscar,"Muñoz García",60001644A,s5000.01644@example.invalid,600-001-644,2026-12-20,activo,"Sede sintética",999999
S5000-01645,Nuria,"Pérez Núñez",60001645G,s5000.01645@example.invalid,"+34 600001645",2026-01-21,activo,"Sede sintética",999999
S5000-01646,Raúl,"Martín Sáez",60001646M,s5000.01646@example.invalid,600-001-646,2026-02-22,activo,"Sede sintética",999999
S5000-01647,Sofía,"Gómez León",60001647Y,s5000.01647@example.invalid,"+34 600001647",2026-03-23,activo,"Sede sintética",999999
S5000-01648,Álvaro,"Muñoz García",60001648F,s5000.01648@example.invalid,600-001-648,2026-04-24,activo,"Sede sintética",999999
S5000-01649,Lucía,"Pérez Núñez",60001649P,s5000.01649@example.invalid,"+34 600001649",2026-05-25,activo,"Sede sintética",999999
S5000-01650,Iñigo,"Martín Sáez",60001650D,s5000.01650@example.invalid,600-001-650,2026-06-26,inactivo,"Sede sintética",999999
S5000-01651,"María José","Gómez León",60001651X,s5000.01651@example.invalid,"+34 600001651",2026-07-27,activo,"Sede sintética",999999
S5000-01652,Óscar,"Muñoz García",60001652B,s5000.01652@example.invalid,600-001-652,2026-08-28,activo,"Sede sintética",999999
S5000-01653,Nuria,"Pérez Núñez",60001653N,s5000.01653@example.invalid,"+34 600001653",2026-09-01,activo,"Sede sintética",999999
S5000-01654,Raúl,"Martín Sáez",60001654J,s5000.01654@example.invalid,600-001-654,2026-10-02,activo,"Sede sintética",999999
S5000-01655,Sofía,"Gómez León",60001655Z,s5000.01655@example.invalid,"+34 600001655",2026-11-03,activo,"Sede sintética",999999
S5000-01656,Álvaro,"Muñoz García",60001656S,s5000.01656@example.invalid,600-001-656,2026-12-04,activo,"Sede sintética",999999
S5000-01657,Lucía,"Pérez Núñez",60001657Q,s5000.01657@example.invalid,"+34 600001657",2026-01-05,activo,"Sede sintética",999999
S5000-01658,Iñigo,"Martín Sáez",60001658V,s5000.01658@example.invalid,600-001-658,2026-02-06,activo,"Sede sintética",999999
S5000-01659,"María José","Gómez León",60001659H,s5000.01659@example.invalid,"+34 600001659",2026-03-07,activo,"Sede sintética",999999
S5000-01660,Óscar,"Muñoz García",60001660L,s5000.01660@example.invalid,600-001-660,2026-04-08,activo,"Sede sintética",999999
S5000-01661,Nuria,"Pérez Núñez",60001661C,s5000.01661@example.invalid,"+34 600001661",2026-05-09,inactivo,"Sede sintética",999999
S5000-01662,Raúl,"Martín Sáez",60001662K,s5000.01662@example.invalid,600-001-662,2026-06-10,activo,"Sede sintética",999999
S5000-01663,Sofía,"Gómez León",60001663E,s5000.01663@example.invalid,"+34 600001663",2026-07-11,activo,"Sede sintética",999999
S5000-01664,Álvaro,"Muñoz García",60001664T,s5000.01664@example.invalid,600-001-664,2026-08-12,activo,"Sede sintética",999999
S5000-01665,Lucía,"Pérez Núñez",60001665R,s5000.01665@example.invalid,"+34 600001665",2026-09-13,activo,"Sede sintética",999999
S5000-01666,Iñigo,"Martín Sáez",60001666W,s5000.01666@example.invalid,600-001-666,2026-10-14,activo,"Sede sintética",999999
S5000-01667,"María José","Gómez León",60001667A,s5000.01667@example.invalid,"+34 600001667",2026-11-15,activo,"Sede sintética",999999
S5000-01668,Óscar,"Muñoz García",60001668G,s5000.01668@example.invalid,600-001-668,2026-12-16,activo,"Sede sintética",999999
S5000-01669,Nuria,"Pérez Núñez",60001669M,s5000.01669@example.invalid,"+34 600001669",2026-01-17,activo,"Sede sintética",999999
S5000-01670,Raúl,"Martín Sáez",60001670Y,s5000.01670@example.invalid,600-001-670,2026-02-18,activo,"Sede sintética",999999
S5000-01671,Sofía,"Gómez León",60001671F,s5000.01671@example.invalid,"+34 600001671",2026-03-19,activo,"Sede sintética",999999
S5000-01672,Álvaro,"Muñoz García",60001672P,s5000.01672@example.invalid,600-001-672,2026-04-20,inactivo,"Sede sintética",999999
S5000-01673,Lucía,"Pérez Núñez",60001673D,s5000.01673@example.invalid,"+34 600001673",2026-05-21,activo,"Sede sintética",999999
S5000-01674,Iñigo,"Martín Sáez",60001674X,s5000.01674@example.invalid,600-001-674,2026-06-22,activo,"Sede sintética",999999
S5000-01675,"María José","Gómez León",60001675B,s5000.01675@example.invalid,"+34 600001675",2026-07-23,activo,"Sede sintética",999999
S5000-01676,Óscar,"Muñoz García",60001676N,s5000.01676@example.invalid,600-001-676,2026-08-24,activo,"Sede sintética",999999
S5000-01677,Nuria,"Pérez Núñez",60001677J,s5000.01677@example.invalid,"+34 600001677",2026-09-25,activo,"Sede sintética",999999
S5000-01678,Raúl,"Martín Sáez",60001678Z,s5000.01678@example.invalid,600-001-678,2026-10-26,activo,"Sede sintética",999999
S5000-01679,Sofía,"Gómez León",60001679S,s5000.01679@example.invalid,"+34 600001679",2026-11-27,activo,"Sede sintética",999999
S5000-01680,Álvaro,"Muñoz García",60001680Q,s5000.01680@example.invalid,600-001-680,2026-12-28,activo,"Sede sintética",999999
S5000-01681,Lucía,"Pérez Núñez",60001681V,s5000.01681@example.invalid,"+34 600001681",2026-01-01,activo,"Sede sintética",999999
S5000-01682,Iñigo,"Martín Sáez",60001682H,s5000.01682@example.invalid,600-001-682,2026-02-02,activo,"Sede sintética",999999
S5000-01683,"María José","Gómez León",60001683L,s5000.01683@example.invalid,"+34 600001683",2026-03-03,inactivo,"Sede sintética",999999
S5000-01684,Óscar,"Muñoz García",60001684C,s5000.01684@example.invalid,600-001-684,2026-04-04,activo,"Sede sintética",999999
S5000-01685,Nuria,"Pérez Núñez",60001685K,s5000.01685@example.invalid,"+34 600001685",2026-05-05,activo,"Sede sintética",999999
S5000-01686,Raúl,"Martín Sáez",60001686E,s5000.01686@example.invalid,600-001-686,2026-06-06,activo,"Sede sintética",999999
S5000-01687,Sofía,"Gómez León",60001687T,s5000.01687@example.invalid,"+34 600001687",2026-07-07,activo,"Sede sintética",999999
S5000-01688,Álvaro,"Muñoz García",60001688R,s5000.01688@example.invalid,600-001-688,2026-08-08,activo,"Sede sintética",999999
S5000-01689,Lucía,"Pérez Núñez",60001689W,s5000.01689@example.invalid,"+34 600001689",2026-09-09,activo,"Sede sintética",999999
S5000-01690,Iñigo,"Martín Sáez",60001690A,s5000.01690@example.invalid,600-001-690,2026-10-10,activo,"Sede sintética",999999
S5000-01691,"María José","Gómez León",60001691G,s5000.01691@example.invalid,"+34 600001691",2026-11-11,activo,"Sede sintética",999999
S5000-01692,Óscar,"Muñoz García",60001692M,s5000.01692@example.invalid,600-001-692,2026-12-12,activo,"Sede sintética",999999
S5000-01693,Nuria,"Pérez Núñez",60001693Y,s5000.01693@example.invalid,"+34 600001693",2026-01-13,activo,"Sede sintética",999999
S5000-01694,Raúl,"Martín Sáez",60001694F,s5000.01694@example.invalid,600-001-694,2026-02-14,inactivo,"Sede sintética",999999
S5000-01695,Sofía,"Gómez León",60001695P,s5000.01695@example.invalid,"+34 600001695",2026-03-15,activo,"Sede sintética",999999
S5000-01696,Álvaro,"Muñoz García",60001696D,s5000.01696@example.invalid,600-001-696,2026-04-16,activo,"Sede sintética",999999
S5000-01697,Lucía,"Pérez Núñez",60001697X,s5000.01697@example.invalid,"+34 600001697",2026-05-17,activo,"Sede sintética",999999
S5000-01698,Iñigo,"Martín Sáez",60001698B,s5000.01698@example.invalid,600-001-698,2026-06-18,activo,"Sede sintética",999999
S5000-01699,"María José","Gómez León",60001699N,s5000.01699@example.invalid,"+34 600001699",2026-07-19,activo,"Sede sintética",999999
S5000-01700,Óscar,"Muñoz García",60001700J,s5000.01700@example.invalid,600-001-700,2026-08-20,activo,"Sede sintética",999999
S5000-01701,Nuria,"Pérez Núñez",60001701Z,s5000.01701@example.invalid,"+34 600001701",2026-09-21,activo,"Sede sintética",999999
S5000-01702,Raúl,"Martín Sáez",60001702S,s5000.01702@example.invalid,600-001-702,2026-10-22,activo,"Sede sintética",999999
S5000-01703,Sofía,"Gómez León",60001703Q,s5000.01703@example.invalid,"+34 600001703",2026-11-23,activo,"Sede sintética",999999
S5000-01704,Álvaro,"Muñoz García",60001704V,s5000.01704@example.invalid,600-001-704,2026-12-24,activo,"Sede sintética",999999
S5000-01705,Lucía,"Pérez Núñez",60001705H,s5000.01705@example.invalid,"+34 600001705",2026-01-25,inactivo,"Sede sintética",999999
S5000-01706,Iñigo,"Martín Sáez",60001706L,s5000.01706@example.invalid,600-001-706,2026-02-26,activo,"Sede sintética",999999
S5000-01707,"María José","Gómez León",60001707C,s5000.01707@example.invalid,"+34 600001707",2026-03-27,activo,"Sede sintética",999999
S5000-01708,Óscar,"Muñoz García",60001708K,s5000.01708@example.invalid,600-001-708,2026-04-28,activo,"Sede sintética",999999
S5000-01709,Nuria,"Pérez Núñez",60001709E,s5000.01709@example.invalid,"+34 600001709",2026-05-01,activo,"Sede sintética",999999
S5000-01710,Raúl,"Martín Sáez",60001710T,s5000.01710@example.invalid,600-001-710,2026-06-02,activo,"Sede sintética",999999
S5000-01711,Sofía,"Gómez León",60001711R,s5000.01711@example.invalid,"+34 600001711",2026-07-03,activo,"Sede sintética",999999
S5000-01712,Álvaro,"Muñoz García",60001712W,s5000.01712@example.invalid,600-001-712,2026-08-04,activo,"Sede sintética",999999
S5000-01713,Lucía,"Pérez Núñez",60001713A,s5000.01713@example.invalid,"+34 600001713",2026-09-05,activo,"Sede sintética",999999
S5000-01714,Iñigo,"Martín Sáez",60001714G,s5000.01714@example.invalid,600-001-714,2026-10-06,activo,"Sede sintética",999999
S5000-01715,"María José","Gómez León",60001715M,s5000.01715@example.invalid,"+34 600001715",2026-11-07,activo,"Sede sintética",999999
S5000-01716,Óscar,"Muñoz García",60001716Y,s5000.01716@example.invalid,600-001-716,2026-12-08,inactivo,"Sede sintética",999999
S5000-01717,Nuria,"Pérez Núñez",60001717F,s5000.01717@example.invalid,"+34 600001717",2026-01-09,activo,"Sede sintética",999999
S5000-01718,Raúl,"Martín Sáez",60001718P,s5000.01718@example.invalid,600-001-718,2026-02-10,activo,"Sede sintética",999999
S5000-01719,Sofía,"Gómez León",60001719D,s5000.01719@example.invalid,"+34 600001719",2026-03-11,activo,"Sede sintética",999999
S5000-01720,Álvaro,"Muñoz García",60001720X,s5000.01720@example.invalid,600-001-720,2026-04-12,activo,"Sede sintética",999999
S5000-01721,Lucía,"Pérez Núñez",60001721B,s5000.01721@example.invalid,"+34 600001721",2026-05-13,activo,"Sede sintética",999999
S5000-01722,Iñigo,"Martín Sáez",60001722N,s5000.01722@example.invalid,600-001-722,2026-06-14,activo,"Sede sintética",999999
S5000-01723,"María José","Gómez León",60001723J,s5000.01723@example.invalid,"+34 600001723",2026-07-15,activo,"Sede sintética",999999
S5000-01724,Óscar,"Muñoz García",60001724Z,s5000.01724@example.invalid,600-001-724,2026-08-16,activo,"Sede sintética",999999
S5000-01725,Nuria,"Pérez Núñez",60001725S,s5000.01725@example.invalid,"+34 600001725",2026-09-17,activo,"Sede sintética",999999
S5000-01726,Raúl,"Martín Sáez",60001726Q,s5000.01726@example.invalid,600-001-726,2026-10-18,activo,"Sede sintética",999999
S5000-01727,Sofía,"Gómez León",60001727V,s5000.01727@example.invalid,"+34 600001727",2026-11-19,inactivo,"Sede sintética",999999
S5000-01728,Álvaro,"Muñoz García",60001728H,s5000.01728@example.invalid,600-001-728,2026-12-20,activo,"Sede sintética",999999
S5000-01729,Lucía,"Pérez Núñez",60001729L,s5000.01729@example.invalid,"+34 600001729",2026-01-21,activo,"Sede sintética",999999
S5000-01730,Iñigo,"Martín Sáez",60001730C,s5000.01730@example.invalid,600-001-730,2026-02-22,activo,"Sede sintética",999999
S5000-01731,"María José","Gómez León",60001731K,s5000.01731@example.invalid,"+34 600001731",2026-03-23,activo,"Sede sintética",999999
S5000-01732,Óscar,"Muñoz García",60001732E,s5000.01732@example.invalid,600-001-732,2026-04-24,activo,"Sede sintética",999999
S5000-01733,Nuria,"Pérez Núñez",60001733T,s5000.01733@example.invalid,"+34 600001733",2026-05-25,activo,"Sede sintética",999999
S5000-01734,Raúl,"Martín Sáez",60001734R,s5000.01734@example.invalid,600-001-734,2026-06-26,activo,"Sede sintética",999999
S5000-01735,Sofía,"Gómez León",60001735W,s5000.01735@example.invalid,"+34 600001735",2026-07-27,activo,"Sede sintética",999999
S5000-01736,Álvaro,"Muñoz García",60001736A,s5000.01736@example.invalid,600-001-736,2026-08-28,activo,"Sede sintética",999999
S5000-01737,Lucía,"Pérez Núñez",60001737G,s5000.01737@example.invalid,"+34 600001737",2026-09-01,activo,"Sede sintética",999999
S5000-01738,Iñigo,"Martín Sáez",60001738M,s5000.01738@example.invalid,600-001-738,2026-10-02,inactivo,"Sede sintética",999999
S5000-01739,"María José","Gómez León",60001739Y,s5000.01739@example.invalid,"+34 600001739",2026-11-03,activo,"Sede sintética",999999
S5000-01740,Óscar,"Muñoz García",60001740F,s5000.01740@example.invalid,600-001-740,2026-12-04,activo,"Sede sintética",999999
S5000-01741,Nuria,"Pérez Núñez",60001741P,s5000.01741@example.invalid,"+34 600001741",2026-01-05,activo,"Sede sintética",999999
S5000-01742,Raúl,"Martín Sáez",60001742D,s5000.01742@example.invalid,600-001-742,2026-02-06,activo,"Sede sintética",999999
S5000-01743,Sofía,"Gómez León",60001743X,s5000.01743@example.invalid,"+34 600001743",2026-03-07,activo,"Sede sintética",999999
S5000-01744,Álvaro,"Muñoz García",60001744B,s5000.01744@example.invalid,600-001-744,2026-04-08,activo,"Sede sintética",999999
S5000-01745,Lucía,"Pérez Núñez",60001745N,s5000.01745@example.invalid,"+34 600001745",2026-05-09,activo,"Sede sintética",999999
S5000-01746,Iñigo,"Martín Sáez",60001746J,s5000.01746@example.invalid,600-001-746,2026-06-10,activo,"Sede sintética",999999
S5000-01747,"María José","Gómez León",60001747Z,s5000.01747@example.invalid,"+34 600001747",2026-07-11,activo,"Sede sintética",999999
S5000-01748,Óscar,"Muñoz García",60001748S,s5000.01748@example.invalid,600-001-748,2026-08-12,activo,"Sede sintética",999999
S5000-01749,Nuria,"Pérez Núñez",60001749Q,s5000.01749@example.invalid,"+34 600001749",2026-09-13,inactivo,"Sede sintética",999999
S5000-01750,Raúl,"Martín Sáez",60001750V,s5000.01750@example.invalid,600-001-750,2026-10-14,activo,"Sede sintética",999999
S5000-01751,Sofía,"Gómez León",60001751H,s5000.01751@example.invalid,"+34 600001751",2026-11-15,activo,"Sede sintética",999999
S5000-01752,Álvaro,"Muñoz García",60001752L,s5000.01752@example.invalid,600-001-752,2026-12-16,activo,"Sede sintética",999999
S5000-01753,Lucía,"Pérez Núñez",60001753C,s5000.01753@example.invalid,"+34 600001753",2026-01-17,activo,"Sede sintética",999999
S5000-01754,Iñigo,"Martín Sáez",60001754K,s5000.01754@example.invalid,600-001-754,2026-02-18,activo,"Sede sintética",999999
S5000-01755,"María José","Gómez León",60001755E,s5000.01755@example.invalid,"+34 600001755",2026-03-19,activo,"Sede sintética",999999
S5000-01756,Óscar,"Muñoz García",60001756T,s5000.01756@example.invalid,600-001-756,2026-04-20,activo,"Sede sintética",999999
S5000-01757,Nuria,"Pérez Núñez",60001757R,s5000.01757@example.invalid,"+34 600001757",2026-05-21,activo,"Sede sintética",999999
S5000-01758,Raúl,"Martín Sáez",60001758W,s5000.01758@example.invalid,600-001-758,2026-06-22,activo,"Sede sintética",999999
